Arongan Lambalek, Aceh Barat, Nanggroe Aceh Darussalam (NAD), 1
Gamping, Sleman, DI Yogyakarta, 5782
Godean, Sleman, DI Yogyakarta, 5783
Kalasan, Sleman, DI Yogyakarta, 5784
Minggir, Sleman, DI Yogyakarta, 5785
Mlati, Sleman, DI Yogyakarta, 5786
Moyudan, Sleman, DI Yogyakarta, 5787
Ngaglik, Sleman, DI Yogyakarta, 5788
Ngemplak, Sleman, DI Yogyakarta, 5789
Pakem, Sleman, DI Yogyakarta, 5790
Prambanan, Sleman, DI Yogyakarta, 5791
Seyegan, Sleman, DI Yogyakarta, 5792
Sleman, Sleman, DI Yogyakarta, 5793
Tempel, Sleman, DI Yogyakarta, 5794
Turi, Sleman, DI Yogyakarta, 5795
Bukit Sundi, Solok, Sumatera Barat, 5796
Danau Kembar, Solok, Sumatera Barat, 5797
Gunung Talang, Solok, Sumatera Barat, 5798
Hiliran Gumanti, Solok, Sumatera Barat, 5799
IX Koto Sei Lasi, Solok, Sumatera Barat, 5800
Junjung Sirih, Solok, Sumatera Barat, 5801
Kubung, Solok, Sumatera Barat, 5802
Lembah Gumanti, Solok, Sumatera Barat, 5803
Lembang Jaya, Solok, Sumatera Barat, 5804
Pantai Cermin, Solok, Sumatera Barat, 5805
Payung Sekaki, Solok, Sumatera Barat, 5806
Tigo Lurah, Solok, Sumatera Barat, 5807
X Koto Diatas, Solok, Sumatera Barat, 5808
X Koto Singkarak, Solok, Sumatera Barat, 5809
Lubuk Sikarah, Solok, Sumatera Barat, 5810
Tanjung Harapan, Solok, Sumatera Barat, 5811
Koto Parik Gadang Diateh, Solok Selatan, Sumatera Barat, 5812
Pauh Duo, Solok Selatan, Sumatera Barat, 5813
Sangir, Solok Selatan, Sumatera Barat, 5814
Sangir Balai Janggo, Solok Selatan, Sumatera Barat, 5815
Sangir Batang Hari, Solok Selatan, Sumatera Barat, 5816
Sangir Jujuan, Solok Selatan, Sumatera Barat, 5817
Sungai Pagu, Solok Selatan, Sumatera Barat, 5818
Citta, Soppeng, Sulawesi Selatan, 5819
Donri-Donri, Soppeng, Sulawesi Selatan, 5820
Ganra, Soppeng, Sulawesi Selatan, 5821
Lalabata, Soppeng, Sulawesi Selatan, 5822
Lili Rilau, Soppeng, Sulawesi Selatan, 5823
Liliraja (Lili Riaja), Soppeng, Sulawesi Selatan, 5824
Mario Riawa, Soppeng, Sulawesi Selatan, 5825
Mario Riwawo, Soppeng, Sulawesi Selatan, 5826
Aimas, Sorong, Papua Barat, 5827
Beraur, Sorong, Papua Barat, 5828
Klabot, Sorong, Papua Barat, 5829
Klamono, Sorong, Papua Barat, 5830
Klaso, Sorong, Papua Barat, 5831
Klawak, Sorong, Papua Barat, 5832
Klayili, Sorong, Papua Barat, 5833
Makbon, Sorong, Papua Barat, 5834
Mariat, Sorong, Papua Barat, 5835
Maudus, Sorong, Papua Barat, 5836
Mayamuk, Sorong, Papua Barat, 5837
Moisegen, Sorong, Papua Barat, 5838
Salawati, Sorong, Papua Barat, 5839
Salawati Selatan, Sorong, Papua Barat, 5840
Sayosa, Sorong, Papua Barat, 5841
Seget, Sorong, Papua Barat, 5842
Segun, Sorong, Papua Barat, 5843
Sorong, Sorong, Papua Barat, 5844
Sorong Barat, Sorong, Papua Barat, 5845
Sorong Kepulauan, Sorong, Papua Barat, 5846
Sorong Manoi, Sorong, Papua Barat, 5847
Sorong Timur, Sorong, Papua Barat, 5848
Sorong Utara, Sorong, Papua Barat, 5849
Fokour, Sorong Selatan, Papua Barat, 5850
Inanwatan (Inawatan), Sorong Selatan, Papua Barat, 5851
Kais (Matemani Kais), Sorong Selatan, Papua Barat, 5852
Kokoda, Sorong Selatan, Papua Barat, 5853
Kokoda Utara, Sorong Selatan, Papua Barat, 5854
Konda, Sorong Selatan, Papua Barat, 5855
Matemani, Sorong Selatan, Papua Barat, 5856
Moswaren, Sorong Selatan, Papua Barat, 5857
Saifi, Sorong Selatan, Papua Barat, 5858
Sawiat, Sorong Selatan, Papua Barat, 5859
Seremuk, Sorong Selatan, Papua Barat, 5860
Teminabuan, Sorong Selatan, Papua Barat, 5861
Wayer, Sorong Selatan, Papua Barat, 5862
Gemolong, Sragen, Jawa Tengah, 5863
Gesi, Sragen, Jawa Tengah, 5864
Gondang, Sragen, Jawa Tengah, 5865
Jenar, Sragen, Jawa Tengah, 5866
Kalijambe, Sragen, Jawa Tengah, 5867
Karangmalang, Sragen, Jawa Tengah, 5868
Kedawung, Sragen, Jawa Tengah, 5869
Masaran, Sragen, Jawa Tengah, 5870
Miri, Sragen, Jawa Tengah, 5871
Mondokan, Sragen, Jawa Tengah, 5872
Ngrampal, Sragen, Jawa Tengah, 5873
Plupuh, Sragen, Jawa Tengah, 5874
Sambirejo, Sragen, Jawa Tengah, 5875
Sambung Macan, Sragen, Jawa Tengah, 5876
Sidoharjo, Sragen, Jawa Tengah, 5877
Sragen, Sragen, Jawa Tengah, 5878
Sukodono, Sragen, Jawa Tengah, 5879
Sumberlawang, Sragen, Jawa Tengah, 5880
Tangen, Sragen, Jawa Tengah, 5881
Tanon, Sragen, Jawa Tengah, 5882
Binong, Subang, Jawa Barat, 5883
Blanakan, Subang, Jawa Barat, 5884
Ciasem, Subang, Jawa Barat, 5885
Ciater, Subang, Jawa Barat, 5886
Cibogo, Subang, Jawa Barat, 5887
Cijambe, Subang, Jawa Barat, 5888
Cikaum, Subang, Jawa Barat, 5889
Cipeundeuy, Subang, Jawa Barat, 5890
Cipunagara, Subang, Jawa Barat, 5891
Cisalak, Subang, Jawa Barat, 5892
Compreng, Subang, Jawa Barat, 5893
Dawuan, Subang, Jawa Barat, 5894
Jalancagak, Subang, Jawa Barat, 5895
Kalijati, Subang, Jawa Barat, 5896
Kasomalang, Subang, Jawa Barat, 5897
Legonkulon, Subang, Jawa Barat, 5898
Pabuaran, Subang, Jawa Barat, 5899
Pagaden, Subang, Jawa Barat, 5900
Pagaden Barat, Subang, Jawa Barat, 5901
Pamanukan, Subang, Jawa Barat, 5902
Patokbeusi, Subang, Jawa Barat, 5903
Purwadadi, Subang, Jawa Barat, 5904
Pusakajaya, Subang, Jawa Barat, 5905
Pusakanagara, Subang, Jawa Barat, 5906
Sagalaherang, Subang, Jawa Barat, 5907
Serangpanjang, Subang, Jawa Barat, 5908
Subang, Subang, Jawa Barat, 5909
Sukasari, Subang, Jawa Barat, 5910
Tambakdahan, Subang, Jawa Barat, 5911
Tanjungsiang, Subang, Jawa Barat, 5912
Longkib, Subulussalam, Nanggroe Aceh Darussalam (NAD), 5913
Penanggalan, Subulussalam, Nanggroe Aceh Darussalam (NAD), 5914
Rundeng, Subulussalam, Nanggroe Aceh Darussalam (NAD), 5915
Simpang Kiri, Subulussalam, Nanggroe Aceh Darussalam (NAD), 5916
Sultan Daulat, Subulussalam, Nanggroe Aceh Darussalam (NAD), 5917
Bantargadung, Sukabumi, Jawa Barat, 5918
Bojong Genteng, Sukabumi, Jawa Barat, 5919
Caringin, Sukabumi, Jawa Barat, 5920
Ciambar, Sukabumi, Jawa Barat, 5921
Cibadak, Sukabumi, Jawa Barat, 5922
Cibitung, Sukabumi, Jawa Barat, 5923
Cicantayan, Sukabumi, Jawa Barat, 5924
Cicurug, Sukabumi, Jawa Barat, 5925
Cidadap, Sukabumi, Jawa Barat, 5926
Cidahu, Sukabumi, Jawa Barat, 5927
Cidolog, Sukabumi, Jawa Barat, 5928
Ciemas, Sukabumi, Jawa Barat, 5929
Cikakak, Sukabumi, Jawa Barat, 5930
Cikembar, Sukabumi, Jawa Barat, 5931
Cikidang, Sukabumi, Jawa Barat, 5932
Cimanggu, Sukabumi, Jawa Barat, 5933
Ciracap, Sukabumi, Jawa Barat, 5934
Cireunghas, Sukabumi, Jawa Barat, 5935
Cisaat, Sukabumi, Jawa Barat, 5936
Cisolok, Sukabumi, Jawa Barat, 5937
Curugkembar, Sukabumi, Jawa Barat, 5938
Geger Bitung, Sukabumi, Jawa Barat, 5939
Gunung Guruh, Sukabumi, Jawa Barat, 5940
Jampang Kulon, Sukabumi, Jawa Barat, 5941
Jampang Tengah, Sukabumi, Jawa Barat, 5942
Kabandungan, Sukabumi, Jawa Barat, 5943
Kadudampit, Sukabumi, Jawa Barat, 5944
Kalapa Nunggal, Sukabumi, Jawa Barat, 5945
Kali Bunder, Sukabumi, Jawa Barat, 5946
Kebonpedes, Sukabumi, Jawa Barat, 5947
Lengkong, Sukabumi, Jawa Barat, 5948
Nagrak, Sukabumi, Jawa Barat, 5949
Nyalindung, Sukabumi, Jawa Barat, 5950
Pabuaran, Sukabumi, Jawa Barat, 5951
Parakan Salak, Sukabumi, Jawa Barat, 5952
Parung Kuda, Sukabumi, Jawa Barat, 5953
Pelabuhan/Palabuhan Ratu, Sukabumi, Jawa Barat, 5954
Purabaya, Sukabumi, Jawa Barat, 5955
Sagaranten, Sukabumi, Jawa Barat, 5956
Simpenan, Sukabumi, Jawa Barat, 5957
Sukabumi, Sukabumi, Jawa Barat, 5958
Sukalarang, Sukabumi, Jawa Barat, 5959
Sukaraja, Sukabumi, Jawa Barat, 5960
Surade, Sukabumi, Jawa Barat, 5961
Tegal Buleud, Sukabumi, Jawa Barat, 5962
Waluran, Sukabumi, Jawa Barat, 5963
Warung Kiara, Sukabumi, Jawa Barat, 5964
Baros, Sukabumi, Jawa Barat, 5965
Cibeureum, Sukabumi, Jawa Barat, 5966
Cikole, Sukabumi, Jawa Barat, 5967
Citamiang, Sukabumi, Jawa Barat, 5968
Gunung Puyuh, Sukabumi, Jawa Barat, 5969
Lembursitu, Sukabumi, Jawa Barat, 5970
Warudoyong, Sukabumi, Jawa Barat, 5971
Balai Riam, Sukamara, Kalimantan Tengah, 5972
Jelai, Sukamara, Kalimantan Tengah, 5973
Pantai Lunci, Sukamara, Kalimantan Tengah, 5974
Permata Kecubung, Sukamara, Kalimantan Tengah, 5975
Sukamara, Sukamara, Kalimantan Tengah, 5976
Baki, Sukoharjo, Jawa Tengah, 5977
Bendosari, Sukoharjo, Jawa Tengah, 5978
Bulu, Sukoharjo, Jawa Tengah, 5979
Gatak, Sukoharjo, Jawa Tengah, 5980
Grogol, Sukoharjo, Jawa Tengah, 5981
Kartasura, Sukoharjo, Jawa Tengah, 5982
Mojolaban, Sukoharjo, Jawa Tengah, 5983
Nguter, Sukoharjo, Jawa Tengah, 5984
Polokarto, Sukoharjo, Jawa Tengah, 5985
Sukoharjo, Sukoharjo, Jawa Tengah, 5986
Tawangsari, Sukoharjo, Jawa Tengah, 5987
Weru, Sukoharjo, Jawa Tengah, 5988
Kota Waikabubak, Sumba Barat, Nusa Tenggara Timur (NTT), 5989
Lamboya, Sumba Barat, Nusa Tenggara Timur (NTT), 5990
Lamboya Barat, Sumba Barat, Nusa Tenggara Timur (NTT), 5991
Loli, Sumba Barat, Nusa Tenggara Timur (NTT), 5992
Tana Righu, Sumba Barat, Nusa Tenggara Timur (NTT), 5993
Wanokaka, Sumba Barat, Nusa Tenggara Timur (NTT), 5994
Kodi, Sumba Barat Daya, Nusa Tenggara Timur (NTT), 5995
Kodi Balaghar, Sumba Barat Daya, Nusa Tenggara Timur (NTT), 5996
Kodi Bangedo, Sumba Barat Daya, Nusa Tenggara Timur (NTT), 5997
Kodi Utara, Sumba Barat Daya, Nusa Tenggara Timur (NTT), 5998
Kota Tambolaka, Sumba Barat Daya, Nusa Tenggara Timur (NTT), 5999
Loura (Laura), Sumba Barat Daya, Nusa Tenggara Timur (NTT), 6000
Wewewa Barat, Sumba Barat Daya, Nusa Tenggara Timur (NTT), 6001
Wewewa Selatan, Sumba Barat Daya, Nusa Tenggara Timur (NTT), 6002
Wewewa Tengah (Wewera Tengah), Sumba Barat Daya, Nusa Tenggara Timur (NTT), 6003
Wewewa Timur, Sumba Barat Daya, Nusa Tenggara Timur (NTT), 6004
Wewewa Utara, Sumba Barat Daya, Nusa Tenggara Timur (NTT), 6005
Katikutana, Sumba Tengah, Nusa Tenggara Timur (NTT), 6006
Katikutana Selatan, Sumba Tengah, Nusa Tenggara Timur (NTT), 6007
Mamboro, Sumba Tengah, Nusa Tenggara Timur (NTT), 6008
Umbu Ratu Nggay, Sumba Tengah, Nusa Tenggara Timur (NTT), 6009
Umbu Ratu Nggay Barat, Sumba Tengah, Nusa Tenggara Timur (NTT), 6010
Haharu, Sumba Timur, Nusa Tenggara Timur (NTT), 6011
Kahaunguweti (Kahaungu Eti), Sumba Timur, Nusa Tenggara Timur (NTT), 6012
Kambata Mapambuhang, Sumba Timur, Nusa Tenggara Timur (NTT), 6013
Kambera, Sumba Timur, Nusa Tenggara Timur (NTT), 6014
Kanatang, Sumba Timur, Nusa Tenggara Timur (NTT), 6015
Karera, Sumba Timur, Nusa Tenggara Timur (NTT), 6016
Katala Hamu Lingu, Sumba Timur, Nusa Tenggara Timur (NTT), 6017
Kota Waingapu, Sumba Timur, Nusa Tenggara Timur (NTT), 6018
Lewa, Sumba Timur, Nusa Tenggara Timur (NTT), 6019
Lewa Tidahu, Sumba Timur, Nusa Tenggara Timur (NTT), 6020
Mahu, Sumba Timur, Nusa Tenggara Timur (NTT), 6021
Matawai Lappau (La Pawu), Sumba Timur, Nusa Tenggara Timur (NTT), 6022
Ngadu Ngala, Sumba Timur, Nusa Tenggara Timur (NTT), 6023
Nggaha Oriangu, Sumba Timur, Nusa Tenggara Timur (NTT), 6024
Paberiwai, Sumba Timur, Nusa Tenggara Timur (NTT), 6025
Pahunga Lodu, Sumba Timur, Nusa Tenggara Timur (NTT), 6026
Pandawai, Sumba Timur, Nusa Tenggara Timur (NTT), 6027
Pinupahar (Pirapahar), Sumba Timur, Nusa Tenggara Timur (NTT), 6028
Rindi, Sumba Timur, Nusa Tenggara Timur (NTT), 6029
Tabundung, Sumba Timur, Nusa Tenggara Timur (NTT), 6030
Umalulu, Sumba Timur, Nusa Tenggara Timur (NTT), 6031
Wula Waijelu, Sumba Timur, Nusa Tenggara Timur (NTT), 6032
Alas, Sumbawa, Nusa Tenggara Barat (NTB), 6033
Alas Barat, Sumbawa, Nusa Tenggara Barat (NTB), 6034
Batulanteh, Sumbawa, Nusa Tenggara Barat (NTB), 6035
Buer, Sumbawa, Nusa Tenggara Barat (NTB), 6036
Empang, Sumbawa, Nusa Tenggara Barat (NTB), 6037
Labangka, Sumbawa, Nusa Tenggara Barat (NTB), 6038
Labuhan Badas, Sumbawa, Nusa Tenggara Barat (NTB), 6039
Lantung, Sumbawa, Nusa Tenggara Barat (NTB), 6040
Lape (Lape Lopok), Sumbawa, Nusa Tenggara Barat (NTB), 6041
Lenangguar, Sumbawa, Nusa Tenggara Barat (NTB), 6042
Lopok, Sumbawa, Nusa Tenggara Barat (NTB), 6043
Lunyuk, Sumbawa, Nusa Tenggara Barat (NTB), 6044
Maronge, Sumbawa, Nusa Tenggara Barat (NTB), 6045
Moyo Hilir, Sumbawa, Nusa Tenggara Barat (NTB), 6046
Moyo Hulu, Sumbawa, Nusa Tenggara Barat (NTB), 6047
Moyo Utara, Sumbawa, Nusa Tenggara Barat (NTB), 6048
Orong Telu, Sumbawa, Nusa Tenggara Barat (NTB), 6049
Plampang, Sumbawa, Nusa Tenggara Barat (NTB), 6050
Rhee, Sumbawa, Nusa Tenggara Barat (NTB), 6051
Ropang, Sumbawa, Nusa Tenggara Barat (NTB), 6052
Sumbawa, Sumbawa, Nusa Tenggara Barat (NTB), 6053
Tarano, Sumbawa, Nusa Tenggara Barat (NTB), 6054
Unter Iwes (Unterwiris), Sumbawa, Nusa Tenggara Barat (NTB), 6055
Utan, Sumbawa, Nusa Tenggara Barat (NTB), 6056
Brang Ene, Sumbawa Barat, Nusa Tenggara Barat (NTB), 6057
Brang Rea, Sumbawa Barat, Nusa Tenggara Barat (NTB), 6058
Jereweh, Sumbawa Barat, Nusa Tenggara Barat (NTB), 6059
Maluk, Sumbawa Barat, Nusa Tenggara Barat (NTB), 6060
Poto Tano, Sumbawa Barat, Nusa Tenggara Barat (NTB), 6061
Sateluk (Seteluk), Sumbawa Barat, Nusa Tenggara Barat (NTB), 6062
Sekongkang, Sumbawa Barat, Nusa Tenggara Barat (NTB), 6063
Taliwang, Sumbawa Barat, Nusa Tenggara Barat (NTB), 6064
Buahdua, Sumedang, Jawa Barat, 6065
Cibugel, Sumedang, Jawa Barat, 6066
Cimalaka, Sumedang, Jawa Barat, 6067
Cimanggung, Sumedang, Jawa Barat, 6068
Cisarua, Sumedang, Jawa Barat, 6069
Cisitu, Sumedang, Jawa Barat, 6070
Conggeang, Sumedang, Jawa Barat, 6071
Darmaraja, Sumedang, Jawa Barat, 6072
Ganeas, Sumedang, Jawa Barat, 6073
Jatigede, Sumedang, Jawa Barat, 6074
Jatinangor, Sumedang, Jawa Barat, 6075
Jatinunggal, Sumedang, Jawa Barat, 6076
Pamulihan, Sumedang, Jawa Barat, 6077
Paseh, Sumedang, Jawa Barat, 6078
Rancakalong, Sumedang, Jawa Barat, 6079
Situraja, Sumedang, Jawa Barat, 6080
Sukasari, Sumedang, Jawa Barat, 6081
Sumedang Selatan, Sumedang, Jawa Barat, 6082
Sumedang Utara, Sumedang, Jawa Barat, 6083
Surian, Sumedang, Jawa Barat, 6084
Tanjungkerta, Sumedang, Jawa Barat, 6085
Tanjungmedar, Sumedang, Jawa Barat, 6086
Tanjungsari, Sumedang, Jawa Barat, 6087
Tomo, Sumedang, Jawa Barat, 6088
Ujungjaya, Sumedang, Jawa Barat, 6089
Wado, Sumedang, Jawa Barat, 6090
Ambunten, Sumenep, Jawa Timur, 6091
Arjasa, Sumenep, Jawa Timur, 6092
Batang Batang, Sumenep, Jawa Timur, 6093
Batuan, Sumenep, Jawa Timur, 6094
Batuputih, Sumenep, Jawa Timur, 6095
Bluto, Sumenep, Jawa Timur, 6096
Dasuk, Sumenep, Jawa Timur, 6097
Dungkek, Sumenep, Jawa Timur, 6098
Ganding, Sumenep, Jawa Timur, 6099
Gapura, Sumenep, Jawa Timur, 6100
Gayam, Sumenep, Jawa Timur, 6101
Gili Ginting (Giligenteng), Sumenep, Jawa Timur, 6102
Guluk Guluk, Sumenep, Jawa Timur, 6103
Kalianget, Sumenep, Jawa Timur, 6104
Kangayan, Sumenep, Jawa Timur, 6105
Kota Sumenep, Sumenep, Jawa Timur, 6106
Lenteng, Sumenep, Jawa Timur, 6107
Manding, Sumenep, Jawa Timur, 6108
Masalembu, Sumenep, Jawa Timur, 6109
Nonggunong, Sumenep, Jawa Timur, 6110
Pasongsongan, Sumenep, Jawa Timur, 6111
Pragaan, Sumenep, Jawa Timur, 6112
Ra'as (Raas), Sumenep, Jawa Timur, 6113
Rubaru, Sumenep, Jawa Timur, 6114
Sapeken, Sumenep, Jawa Timur, 6115
Saronggi, Sumenep, Jawa Timur, 6116
Talango, Sumenep, Jawa Timur, 6117
Hamparan Rawang, Sungaipenuh, Jambi, 6118
Koto Baru, Sungaipenuh, Jambi, 6119
Kumun Debai, Sungaipenuh, Jambi, 6120
Pesisir Bukit, Sungaipenuh, Jambi, 6121
Pondok Tinggi, Sungaipenuh, Jambi, 6122
Sungai Bungkal, Sungaipenuh, Jambi, 6123
Sungai Penuh, Sungaipenuh, Jambi, 6124
Tanah Kampung, Sungaipenuh, Jambi, 6125
Kepulauan Aruri, Supiori, Papua, 6126
Supiori Barat, Supiori, Papua, 6127
Supiori Selatan, Supiori, Papua, 6128
Supiori Timur, Supiori, Papua, 6129
Supiori Utara, Supiori, Papua, 6130
Asemrowo, Surabaya, Jawa Timur, 6131
Benowo, Surabaya, Jawa Timur, 6132
Bubutan, Surabaya, Jawa Timur, 6133
Bulak, Surabaya, Jawa Timur, 6134
Dukuh Pakis, Surabaya, Jawa Timur, 6135
Gayungan, Surabaya, Jawa Timur, 6136
Genteng, Surabaya, Jawa Timur, 6137
Gubeng, Surabaya, Jawa Timur, 6138
Gununganyar, Surabaya, Jawa Timur, 6139
Jambangan, Surabaya, Jawa Timur, 6140
Karangpilang, Surabaya, Jawa Timur, 6141
Kenjeran, Surabaya, Jawa Timur, 6142
Krembangan, Surabaya, Jawa Timur, 6143
Lakar Santri, Surabaya, Jawa Timur, 6144
Mulyorejo, Surabaya, Jawa Timur, 6145
Pabean Cantikan, Surabaya, Jawa Timur, 6146
Pakal, Surabaya, Jawa Timur, 6147
Rungkut, Surabaya, Jawa Timur, 6148
Sambikerep, Surabaya, Jawa Timur, 6149
Sawahan, Surabaya, Jawa Timur, 6150
Semampir, Surabaya, Jawa Timur, 6151
Simokerto, Surabaya, Jawa Timur, 6152
Sukolilo, Surabaya, Jawa Timur, 6153
Sukomanunggal, Surabaya, Jawa Timur, 6154
Tambaksari, Surabaya, Jawa Timur, 6155
Tandes, Surabaya, Jawa Timur, 6156
Tegalsari, Surabaya, Jawa Timur, 6157
Tenggilis Mejoyo, Surabaya, Jawa Timur, 6158
Wiyung, Surabaya, Jawa Timur, 6159
Wonocolo, Surabaya, Jawa Timur, 6160
Wonokromo, Surabaya, Jawa Timur, 6161
Banjarsari, Surakarta (Solo), Jawa Tengah, 6162
Jebres, Surakarta (Solo), Jawa Tengah, 6163
Laweyan, Surakarta (Solo), Jawa Tengah, 6164
Pasar Kliwon, Surakarta (Solo), Jawa Tengah, 6165
Serengan, Surakarta (Solo), Jawa Tengah, 6166
Banua Lawas, Tabalong, Kalimantan Selatan, 6167
Bintang Ara, Tabalong, Kalimantan Selatan, 6168
Haruai, Tabalong, Kalimantan Selatan, 6169
Jaro, Tabalong, Kalimantan Selatan, 6170
Kelua (Klua), Tabalong, Kalimantan Selatan, 6171
Muara Harus, Tabalong, Kalimantan Selatan, 6172
Muara Uya, Tabalong, Kalimantan Selatan, 6173
Murung Pudak, Tabalong, Kalimantan Selatan, 6174
Pugaan, Tabalong, Kalimantan Selatan, 6175
Tanjung, Tabalong, Kalimantan Selatan, 6176
Tanta, Tabalong, Kalimantan Selatan, 6177
Upau, Tabalong, Kalimantan Selatan, 6178
Baturiti, Tabanan, Bali, 6179
Kediri, Tabanan, Bali, 6180
Kerambitan, Tabanan, Bali, 6181
Marga, Tabanan, Bali, 6182
Penebel, Tabanan, Bali, 6183
Pupuan, Tabanan, Bali, 6184
Selemadeg, Tabanan, Bali, 6185
Selemadeg / Salamadeg Timur, Tabanan, Bali, 6186
Selemadeg / Salemadeg Barat, Tabanan, Bali, 6187
Tabanan, Tabanan, Bali, 6188
Galesong, Takalar, Sulawesi Selatan, 6189
Galesong Selatan, Takalar, Sulawesi Selatan, 6190
Galesong Utara, Takalar, Sulawesi Selatan, 6191
Mangara Bombang, Takalar, Sulawesi Selatan, 6192
Mappakasunggu, Takalar, Sulawesi Selatan, 6193
Patallassang, Takalar, Sulawesi Selatan, 6194
Polombangkeng Selatan (Polobangkeng), Takalar, Sulawesi Selatan, 6195
Polombangkeng Utara (Polobangkeng), Takalar, Sulawesi Selatan, 6196
Sanrobone, Takalar, Sulawesi Selatan, 6197
Abun, Tambrauw, Papua Barat, 6198
Amberbaken, Tambrauw, Papua Barat, 6199
Fef (Peef), Tambrauw, Papua Barat, 6200
Kebar, Tambrauw, Papua Barat, 6201
Kwoor, Tambrauw, Papua Barat, 6202
Miyah (Meyah), Tambrauw, Papua Barat, 6203
Moraid, Tambrauw, Papua Barat, 6204
Mubrani, Tambrauw, Papua Barat, 6205
Sausapor, Tambrauw, Papua Barat, 6206
Senopi, Tambrauw, Papua Barat, 6207
Syujak, Tambrauw, Papua Barat, 6208
Yembun, Tambrauw, Papua Barat, 6209
Betayau, Tana Tidung, Kalimantan Utara, 6210
Sesayap, Tana Tidung, Kalimantan Utara, 6211
Sesayap Hilir, Tana Tidung, Kalimantan Utara, 6212
Tana Lia (Tanah Lia), Tana Tidung, Kalimantan Utara, 6213
Bittuang, Tana Toraja, Sulawesi Selatan, 6214
Bonggakaradeng, Tana Toraja, Sulawesi Selatan, 6215
Gandang Batu Sillanan, Tana Toraja, Sulawesi Selatan, 6216
Kurra, Tana Toraja, Sulawesi Selatan, 6217
Makale, Tana Toraja, Sulawesi Selatan, 6218
Makale Selatan, Tana Toraja, Sulawesi Selatan, 6219
Makale Utara, Tana Toraja, Sulawesi Selatan, 6220
Malimbong Balepe, Tana Toraja, Sulawesi Selatan, 6221
Mappak, Tana Toraja, Sulawesi Selatan, 6222
Masanda, Tana Toraja, Sulawesi Selatan, 6223
Mengkendek, Tana Toraja, Sulawesi Selatan, 6224
Rano, Tana Toraja, Sulawesi Selatan, 6225
Rantetayo, Tana Toraja, Sulawesi Selatan, 6226
Rembon, Tana Toraja, Sulawesi Selatan, 6227
Saluputti, Tana Toraja, Sulawesi Selatan, 6228
Sangalla (Sanggala), Tana Toraja, Sulawesi Selatan, 6229
Sangalla Selatan, Tana Toraja, Sulawesi Selatan, 6230
Sangalla Utara, Tana Toraja, Sulawesi Selatan, 6231
Simbuang, Tana Toraja, Sulawesi Selatan, 6232
Angsana, Tanah Bumbu, Kalimantan Selatan, 6233
Batulicin, Tanah Bumbu, Kalimantan Selatan, 6234
Karang Bintang, Tanah Bumbu, Kalimantan Selatan, 6235
Kuranji, Tanah Bumbu, Kalimantan Selatan, 6236
Kusan Hilir, Tanah Bumbu, Kalimantan Selatan, 6237
Kusan Hulu, Tanah Bumbu, Kalimantan Selatan, 6238
Mantewe, Tanah Bumbu, Kalimantan Selatan, 6239
Satui, Tanah Bumbu, Kalimantan Selatan, 6240
Simpang Empat, Tanah Bumbu, Kalimantan Selatan, 6241
Sungai Loban, Tanah Bumbu, Kalimantan Selatan, 6242
Batipuh, Tanah Datar, Sumatera Barat, 6243
Batipuh Selatan, Tanah Datar, Sumatera Barat, 6244
Lima Kaum, Tanah Datar, Sumatera Barat, 6245
Lintau Buo, Tanah Datar, Sumatera Barat, 6246
Lintau Buo Utara, Tanah Datar, Sumatera Barat, 6247
Padang Ganting, Tanah Datar, Sumatera Barat, 6248
Pariangan, Tanah Datar, Sumatera Barat, 6249
Rambatan, Tanah Datar, Sumatera Barat, 6250
Salimpaung, Tanah Datar, Sumatera Barat, 6251
Sepuluh Koto (X Koto), Tanah Datar, Sumatera Barat, 6252
Sungai Tarab, Tanah Datar, Sumatera Barat, 6253
Sungayang, Tanah Datar, Sumatera Barat, 6254
Tanjung Baru, Tanah Datar, Sumatera Barat, 6255
Tanjung Emas, Tanah Datar, Sumatera Barat, 6256
Bajuin, Tanah Laut, Kalimantan Selatan, 6257
Bati-Bati, Tanah Laut, Kalimantan Selatan, 6258
Batu Ampar, Tanah Laut, Kalimantan Selatan, 6259
Bumi Makmur, Tanah Laut, Kalimantan Selatan, 6260
Jorong, Tanah Laut, Kalimantan Selatan, 6261
Kintap, Tanah Laut, Kalimantan Selatan, 6262
Kurau, Tanah Laut, Kalimantan Selatan, 6263
Panyipatan, Tanah Laut, Kalimantan Selatan, 6264
Pelaihari, Tanah Laut, Kalimantan Selatan, 6265
Takisung, Tanah Laut, Kalimantan Selatan, 6266
Tambang Ulang, Tanah Laut, Kalimantan Selatan, 6267
Balaraja, Tangerang, Banten, 6268
Cikupa, Tangerang, Banten, 6269
Cisauk, Tangerang, Banten, 6270
Cisoka, Tangerang, Banten, 6271
Curug, Tangerang, Banten, 6272
Gunung Kaler, Tangerang, Banten, 6273
Jambe, Tangerang, Banten, 6274
Jayanti, Tangerang, Banten, 6275
Kelapa Dua, Tangerang, Banten, 6276
Kemiri, Tangerang, Banten, 6277
Kosambi, Tangerang, Banten, 6278
Kresek, Tangerang, Banten, 6279
Kronjo, Tangerang, Banten, 6280
Legok, Tangerang, Banten, 6281
Mauk, Tangerang, Banten, 6282
Mekar Baru, Tangerang, Banten, 6283
Pagedangan, Tangerang, Banten, 6284
Pakuhaji, Tangerang, Banten, 6285
Panongan, Tangerang, Banten, 6286
Pasar Kemis, Tangerang, Banten, 6287
